id,item,level,order,unit,2024-Q4,2025,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,8093120000000.0,34268358000000.0,8386325000000.0,7502991000000.0,7249920000000.0,11129122000000.0,9628386000000.0,10559872000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,6381622000000.0,27382978000000.0,6674879000000.0,6004706000000.0,5800441000000.0,8902952000000.0,7702720000000.0,8445473000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,97468000000.0,604039000000.0,107139000000.0,127101000000.0,229417000000.0,140382000000.0,187207000000.0,216411000000.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,3349166000000.0,4965786000000.0,4223983000000.0,5262525000000.0,4421466000000.0,4965786000000.0,5741287000000.0,5051244000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,5430416000000.0,5616547000000.0,5381759000000.0,5343331000000.0,5121088000000.0,5616547000000.0,5500662000000.0,5752320000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,1128801062000000.0,1615763927000000.0,1156917195000000.0,1289644328000000.0,1328560306000000.0,1615763927000000.0,1611222764000000.0,1733012662000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,1011741481000000.0,1473741402000000.0,1033240647000000.0,1161840678000000.0,1195469561000000.0,1473741402000000.0,1461477439000000.0,1576250018000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,53063241000000.0,80549999000000.0,61022727000000.0,61022727000000.0,80549999000000.0,80549999000000.0,80549999000000.0,80549999000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,15414261000000.0,137357399000000.0,-26075011000000.0,27591549000000.0,10405047000000.0,125435814000000.0,-64971848000000.0,11770037000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,-909022000000.0,904900000000.0,-176955000000.0,-224021000000.0,-776707000000.0,2082583000000.0,-589570000000.0,-142312000000.0
RT_VALUE_PE,P/E Ratio,1,29,lần,6.1686849885,6.5180107198,6.6199518929,8.8810600998,8.999767326,8.0011758067,7.1321204178,6.1375355402
RT_VALUE_PB,P/B Ratio,1,30,lần,1.2514836989,1.1774582967,1.3791227132,1.7765964082,1.7159471718,1.5738889813,1.3772422243,1.2730516448
RT_PRT_ROE,ROE %,1,33,%,0.2117572966,0.2113845562,0.2168813014,0.2049440193,0.1937722833,0.2067216406,0.2006774463,0.2068574322
RT_PRT_ROA,ROA %,1,34,%,0.0218287698,0.0199543302,0.0229309625,0.0213020737,0.0198212929,0.0195141592,0.0189740321,0.0191319925
RT_BANK_NIM,Net Interest Margin (NIM),1,35,%,0.0418949409,0.0388935211,0.042230433,0.0409953384,0.0405257919,0.0388935211,0.0386713619,0.0389543319
RT_BANK_COF,Cost of Funds (COF),1,36,%,-0.0318011982,-0.0316866209,-0.0313919873,-0.0315356169,-0.0317220111,-0.0316866209,-0.0345967892,-0.0382140114
RT_BANK_CIR,Cost to Income Ratio (CIR),1,37,%,-0.3069168221,-0.2907412678,-0.2577847751,-0.2874036034,-0.2914249648,-0.2907412678,-0.2493947576,-0.275387713
RT_BANK_LDR,Loan to Deposit Ratio (LDR),1,38,%,1.0875207939,1.1765323027,1.1036699939,1.1233213365,1.182059323,1.1765323027,1.2369354294,1.2736407115
RT_BANK_NPL,Non-Performing Loans Ratio (NPL),1,39,%,0.0162046029,0.0129402632,0.0184094547,0.0160443577,0.01870331,0.0129402632,0.0142317142,0.0144980955
RT_BANK_NPL_COVERAGE,NPL Coverage Ratio,1,40,%,-0.922484107,-0.9374868473,-0.7525932053,-0.8888634511,-0.792073829,-0.9374868473,-0.9224208772,-0.9362640824
RT_BANK_CAR,Capital Adequacy Ratio (CAR),1,41,%,0.0,0.1102,0.0,0.0,0.0,0.0,0.0,0.0
