id,item,level,order,unit,2024-Q4,2025,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,4696032000000.0,32538066000000.0,7236228000000.0,7898588000000.0,8250016000000.0,9153234000000.0,8869970000000.0,9670016000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,3420111000000.0,25954472000000.0,6013511000000.0,6347610000000.0,6613525000000.0,6979826000000.0,6950280000000.0,7726642000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,49046000000.0,664242000000.0,65551000000.0,100246000000.0,194181000000.0,304264000000.0,279199000000.0,376583000000.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,3384770000000.0,4360821000000.0,3789947000000.0,3666435000000.0,4045689000000.0,4360821000000.0,5467700000000.0,3909425000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,12466885000000.0,12122934000000.0,12119671000000.0,12192892000000.0,12043529000000.0,12122934000000.0,11585812000000.0,12324755000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,978798549000000.0,1192344137000000.0,989215993000000.0,1037645395000000.0,1129570458000000.0,1192344137000000.0,1190453754000000.0,1273076923000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,830858928000000.0,1012842695000000.0,835263328000000.0,875818166000000.0,950139865000000.0,1012842695000000.0,1003770981000000.0,1084079773000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,70648517000000.0,70862404000000.0,70648517000000.0,70648517000000.0,70648517000000.0,70862404000000.0,70862404000000.0,70862404000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,25033667000000.0,39923618000000.0,-11015276000000.0,-7771212000000.0,19633015000000.0,39077091000000.0,-12087775000000.0,-4359478000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,-846810000000.0,-816440000000.0,-35158000000.0,-251094000000.0,-227849000000.0,-302339000000.0,-32965000000.0,90162000000.0
RT_VALUE_PE,P/E Ratio,1,29,lần,8.512548075,8.9102568351,11.6477870099,13.5226658764,11.7340730437,8.9041391191,8.7583677899,8.3041673047
RT_VALUE_PB,P/B Ratio,1,30,lần,1.2631495845,1.3251968715,1.6382492399,1.831859987,1.574749298,1.327280517,1.2898956006,1.2577561612
RT_PRT_ROE,ROE %,1,33,%,0.1539795402,0.1585291213,0.1453451278,0.1401370303,0.1367378018,0.1544719515,0.1470839992,0.147648269
RT_PRT_ROA,ROA %,1,34,%,0.0235444477,0.0239085825,0.0223484598,0.0216683928,0.0212667551,0.0232967001,0.0228688109,0.0226654319
RT_BANK_NIM,Net Interest Margin (NIM),1,35,%,0.0424193307,0.0375994307,0.0399735196,0.0378328289,0.036748286,0.0375994307,0.0366914486,0.0363342376
RT_BANK_COF,Cost of Funds (COF),1,36,%,-0.0328058961,-0.0333729647,-0.0322344188,-0.0327834183,-0.0328905904,-0.0333729647,-0.0357692194,-0.0390347106
RT_BANK_CIR,Cost to Income Ratio (CIR),1,37,%,-0.3270824675,-0.3077746348,-0.2829092226,-0.3006108201,-0.3154621681,-0.3077746348,-0.2829409444,-0.3092085877
RT_BANK_LDR,Loan to Deposit Ratio (LDR),1,38,%,1.1843532514,1.2402695468,1.2485214935,1.303138104,1.2883998558,1.2402695468,1.328531188,1.2790980022
RT_BANK_NPL,Non-Performing Loans Ratio (NPL),1,39,%,0.0112403346,0.0106802919,0.0117281839,0.0125722701,0.0116289807,0.0106802919,0.0109121852,0.0108228503
RT_BANK_NPL_COVERAGE,NPL Coverage Ratio,1,40,%,-1.1394058416,-1.2805437663,-1.1158474042,-1.065041538,-1.1924473324,-1.2805437663,-1.2939320412,-1.2564393377
RT_BANK_CAR,Capital Adequacy Ratio (CAR),1,41,%,0.0,0.1461,0.0,0.0,0.0,0.0,0.0,0.0
