period,id,name,order,level,off_balance,unit,value
2026-Q2,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,1067845075000000.0
2026-Q2,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,6151699000000.0
2026-Q2,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,5827087000000.0
2026-Q2,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,123441277000000.0
2026-Q2,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,5762110000000.0
2026-Q2,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,737693959000000.0
2026-Q2,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-8065344000000.0
2026-Q2,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5698923000000.0
2026-Q2,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,968530557000000.0
2026-Q2,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,148360218000000.0
2026-Q2,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,576603602000000.0
2026-Q2,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,199012993000000.0
2026-Q2,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,51366566000000.0
2026-Q1,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,1030900741000000.0
2026-Q1,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,8157465000000.0
2026-Q1,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,17077655000000.0
2026-Q1,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,131619452000000.0
2026-Q1,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,6161120000000.0
2026-Q1,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,701211785000000.0
2026-Q1,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-7814283000000.0
2026-Q1,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5750831000000.0
2026-Q1,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,932149689000000.0
2026-Q1,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,151587099000000.0
2026-Q1,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,569109608000000.0
2026-Q1,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,155942640000000.0
2026-Q1,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,51366566000000.0
2025-Q4,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,1025850127000000.0
2025-Q4,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,8624548000000.0
2025-Q4,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,16574958000000.0
2025-Q4,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,149990681000000.0
2025-Q4,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,6544882000000.0
2025-Q4,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,679152623000000.0
2025-Q4,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-7624729000000.0
2025-Q4,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5438550000000.0
2025-Q4,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,931330408000000.0
2025-Q4,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,154999539000000.0
2025-Q4,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,585180175000000.0
2025-Q4,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,133294422000000.0
2025-Q4,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,51366566000000.0
2025-Q3,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,948549176000000.0
2025-Q3,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,6785568000000.0
2025-Q3,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,15197467000000.0
2025-Q3,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,104925948000000.0
2025-Q3,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,5918486000000.0
2025-Q3,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,663032417000000.0
2025-Q3,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6155708000000.0
2025-Q3,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5400704000000.0
2025-Q3,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,857133676000000.0
2025-Q3,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,129176089000000.0
2025-Q3,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,571028953000000.0
2025-Q3,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,113387071000000.0
2025-Q3,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,51366566000000.0
2025-Q2,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,933541420000000.0
2025-Q2,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,6666091000000.0
2025-Q2,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,5439937000000.0
2025-Q2,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,125447269000000.0
2025-Q2,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,4958406000000.0
2025-Q2,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,627669396000000.0
2025-Q2,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6079287000000.0
2025-Q2,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5396553000000.0
2025-Q2,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,846330791000000.0
2025-Q2,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,96259274000000.0
2025-Q2,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,567406860000000.0
2025-Q2,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,139552843000000.0
2025-Q2,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,51366566000000.0
2025-Q1,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,891674563000000.0
2025-Q1,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,5857654000000.0
2025-Q1,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,13457514000000.0
2025-Q1,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,129347480000000.0
2025-Q1,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,4307534000000.0
2025-Q1,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,592430761000000.0
2025-Q1,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6375105000000.0
2025-Q1,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5311943000000.0
2025-Q1,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,804599986000000.0
2025-Q1,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,101284086000000.0
2025-Q1,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,550375020000000.0
2025-Q1,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,114051801000000.0
2025-Q1,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,44666579000000.0
2024-Q4,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,864005703000000.0
2024-Q4,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,5696449000000.0
2024-Q4,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,25219753000000.0
2024-Q4,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,117882259000000.0
2024-Q4,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,3881151000000.0
2024-Q4,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,573946692000000.0
2024-Q4,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6739556000000.0
2024-Q4,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,5412370000000.0
2024-Q4,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,780544025000000.0
2024-Q4,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,111591668000000.0
2024-Q4,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,537304578000000.0
2024-Q4,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,101650446000000.0
2024-Q4,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,44666579000000.0
2024-Q3,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,777392922000000.0
2024-Q3,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,5870526000000.0
2024-Q3,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,8392393000000.0
2024-Q3,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,92090423000000.0
2024-Q3,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,6965867000000.0
2024-Q3,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,548247424000000.0
2024-Q3,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6661050000000.0
2024-Q3,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,4642986000000.0
2024-Q3,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,698538661000000.0
2024-Q3,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,73519652000000.0
2024-Q3,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,512123668000000.0
2024-Q3,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,90366104000000.0
2024-Q3,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,44666579000000.0
2024-Q2,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,769678700000000.0
2024-Q2,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,6594138000000.0
2024-Q2,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,15724945000000.0
2024-Q2,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,105419092000000.0
2024-Q2,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,6125105000000.0
2024-Q2,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,543853038000000.0
2024-Q2,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-6319255000000.0
2024-Q2,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,4665559000000.0
2024-Q2,BS_TOTAL_LIABILITIES,Total Liabilities,49,1,False,VNĐ,694886022000000.0
2024-Q2,BS_PLACEMENTS_AND_BORROWINGS_FROM_CREDIT_INSTITUTIONS,  ‣ Placements and Borrowings from Credit Institutions,51,2,False,VNĐ,93760618000000.0
2024-Q2,BS_CUSTOMER_DEPOSITS,  ‣ Customer Deposits,54,2,False,VNĐ,511695775000000.0
2024-Q2,BS_VALUABLE_PAPERS_ISSUED,  ‣ Valuable Papers Issued,57,2,False,VNĐ,66953215000000.0
2024-Q2,BS_CHARTER_CAPITAL,    • Charter Capital,65,3,False,VNĐ,44666579000000.0
2024-Q1,BS_TOTAL_ASSETS,Total Assets,1,1,False,VNĐ,727297968000000.0
2024-Q1,BS_CASH_AND_PRECIOUS_METALS,Cash and Precious Metals,2,1,False,VNĐ,6470319000000.0
2024-Q1,BS_BALANCES_WITH_SBV,Balances With SBV,3,1,False,VNĐ,7851936000000.0
2024-Q1,BS_PLACEMENTS_AND_LOANS_TO_CREDIT_INSTITUTIONS,Placements and Loans to Credit Institutions,4,1,False,VNĐ,121950918000000.0
2024-Q1,BS_TRADING_SECURITIES,Trading Securities,8,1,False,VNĐ,7377873000000.0
2024-Q1,BS_LOANS_TO_CUSTOMERS,Loans to Customers,12,1,False,VNĐ,500339694000000.0
2024-Q1,BS_PROVISION_LOANS_TO_CUSTOMERS,  ‣ Provision Loans to Customers,14,2,False,VNĐ,-5772522000000.0
2024-Q1,BS_FIXED_ASSETS,Fixed Assets,28,1,False,VNĐ,4670671000000.0
