date,omo,fx,OMO_z,FX_z,LPI_components,LPI
2020-01-31,-4999.9,23240.0,0.6271018326848001,,1,
2020-02-03,-4999.7,23270.0,0.602499872325916,,1,
2020-02-04,-4999.6,23240.0,0.5783509205891691,,1,
2020-02-05,-7999.7,23240.0,0.9196518249046292,,1,
2020-02-06,-7999.5,23210.0,0.8885101281614285,,1,
2020-02-07,-9999.7,23220.0,1.0922898760813258,,1,
2020-02-10,-4999.7,23230.0,0.4670753977953731,,1,
2020-02-11,-4999.5,23220.0,0.4474066880266874,-1.0827112871282971,2,-0.3176522995508049
2020-02-12,-4999.5,23220.0,0.4257718134659214,-1.028164920106386,2,-0.3011965533202323
2020-02-13,-4999.6,23210.0,0.3928409908004841,-0.22352076847024013,2,0.084660111165122
2020-02-14,-4999.4,23220.0,0.35925019234172256,-0.21858523525939916,2,0.0703324785411617
2020-02-17,-4999.5,23215.0,0.3262498977127851,-0.8164098675179604,2,-0.24507998490258764
2020-02-18,-4999.2,23210.0,0.2862824300697525,-0.589713516657306,2,-0.15171554329377673
2020-02-19,-4999.5,23220.0,0.2467198284584152,-0.15945335708230296,2,0.04363323568805612
2020-02-20,-4999.3,23220.0,0.228387738338892,0.27090902218044033,2,0.24964838025966618
2020-02-21,-2978.4,23240.0,-0.23305656573156075,0.6951108843255291,2,0.2310271592969842
2020-02-24,-999.7,23270.0,-0.775550501363177,2.0437550474507002,2,0.6341022730437615
2020-02-25,-999.8,23280.0,-0.7533770101376255,2.3543500470282357,2,0.8004865184453052
2020-02-26,-989.7,23280.0,-0.7872073541390449,1.826142231210685,2,0.51946743853582
2020-02-27,-2999.6,23280.0,-0.32186499363908017,1.7086699496266065,2,0.6934024779937631
2020-02-28,-5020.4,23270.0,0.19637237501831445,0.6361269021100852,2,0.41624963856419983
2020-03-02,-4999.4,23270.0,0.18878709157770576,-0.42465455602271224,2,-0.11793373222250324
2020-03-03,-4999.3,23260.0,0.1867136846586901,-1.1081335027852037,2,-0.4607099090632568
2020-03-04,-5009.0,23250.0,0.1872833828113829,-1.4047290403133488,2,-0.6087228287509829
2020-03-05,-4999.2,23250.0,0.18272957274672208,-1.3496281882303247,2,-0.5834493077418013
2020-03-06,-4998.9,23250.0,0.30102180227141034,-0.9747163748096132,2,-0.33684728626910143
2020-03-09,-1999.8,23270.0,-0.6669185913016444,-0.27247751446637786,2,-0.4696980528840111
2020-03-10,0.0,23270.0,-1.3568659599551591,0.08002758088341567,2,-0.6384191895358717
2020-03-11,0.0,23270.0,-1.2980976032655538,0.4319981878138638,2,-0.433049707725845
2020-03-12,0.0,23250.0,-1.2643006112879507,-0.2880292288171674,2,-0.7761649200525591
2020-03-13,0.0,23260.0,-1.2174584193970066,0.07713585072440443,2,-0.5701612843363011
2020-03-16,0.0,23270.0,-1.1686866699370873,-0.2897720330602677,2,-0.7292293514986775
2020-03-17,0.0,23270.0,-1.1419074220271155,-0.28633505939094983,2,-0.7141212407090327
2020-03-18,1.05,23290.0,-1.1276335710444194,0.46359686301794834,2,-0.33201835401323554
2020-03-19,0.0,23480.0,-1.092122957849337,5.230953003215614,2,2.0694150226831383
2020-03-20,0.0,23700.0,-1.092122957849337,5.636206238402259,2,2.272041640276461
2020-03-23,0.0,23900.0,-1.092122957849337,5.227108256819133,2,2.0674926494848984
2020-03-24,0.0,23950.0,-1.092122957849337,4.357299407923336,2,1.6325882250369996
2020-03-25,-1.05,23930.0,-1.0680757912533425,3.5008567203569254,2,1.2163904645517913
2020-03-26,0.0,23850.0,-1.0462606974063713,1.7915371282013235,2,0.3726382153974761
2020-03-27,1.09,23820.0,-1.0257802158746596,0.31799556011412555,2,-0.35389232788026703
2020-03-30,1.0,23850.0,-1.006081364390302,-0.6739203499685067,2,-0.8400008571794043
2020-03-31,2857.0,23850.0,-1.9479759338524552,-0.951353676667741,2,-1.449664805260098
2020-04-01,9448.0,23750.0,-3.658999277156735,-1.3878304593518795,2,-2.5234148682543074
2020-04-02,,23750.0,,-0.9036194978324106,1,
2020-04-03,8529.91,23820.0,-3.032741326806156,-0.3205634115196313,2,-1.6766523691628936
2020-04-06,,23820.0,,-0.48906387053902645,1,
2020-04-07,,23730.0,,-0.9900345173759375,1,
2020-04-08,,23750.0,,-0.29411871139251794,1,
2020-04-09,,23730.0,,-0.40391558094260155,1,
2020-04-10,,23720.0,,-0.8458896655490706,1,
2020-04-13,-1.0,23670.0,-0.6722911980686982,-1.1058099311042262,2,-0.8890505645864621
2020-04-14,-2857.0,23620.0,0.11707668658387584,-0.864118366067178,2,-0.37352083974165107
2020-04-15,-9448.0,23630.0,1.8346017269713242,-0.9030001346238524,2,0.4658007961737359
2020-04-16,,23630.0,,-0.7782280386155561,1,
2020-04-17,-8529.97,23630.0,1.5366174718536991,-0.7116665735498802,2,0.4124754491519095
2020-04-20,2195.9,23620.0,-1.2298784663964024,-0.4836239309955136,2,-0.856751198695958
2020-04-21,4216.9,23600.0,-1.6873828955226822,-0.31391915677243004,2,-1.000651026147556
2020-04-22,3933.25,23600.0,-1.5614907526679547,-0.3664474998118217,2,-0.9639691262398882
2020-04-23,0.0,23550.0,-0.5525857565495887,-0.6387486051801542,2,-0.5956671808648715
2020-04-24,-1.04,23560.0,-0.5297571755239348,-0.5698179473656684,2,-0.5497875614448016
2020-04-27,0.0,23550.0,-0.507645909772738,-0.5550138771939496,2,-0.5313298934833438
2020-04-28,0.0,23520.0,-0.48543783470884544,-0.604580899289245,2,-0.5450093669990452
2020-04-29,0.0,23500.0,-0.45705732059091503,-0.7088690498239343,2,-0.5829631852074246
2020-04-30,,23500.0,,-0.41994932165825566,1,
2020-05-01,,23500.0,,-0.47223158694406914,1,
2020-05-04,4999.7,23470.0,-1.6874466482230999,-0.5811889304111276,2,-1.1343177893171137
2020-05-05,4999.6,23500.0,-1.6074867367624313,-0.24147408933736525,2,-0.9244804130498983
2020-05-06,7998.65,23470.0,-2.2342227261778986,-0.2972789109147259,2,-1.2657508185463122
2020-05-07,7999.5,23470.0,-2.094429976128961,-0.29426670759933204,2,-1.1943483418641465
2020-05-08,9999.7,23450.0,-2.388711144685862,-0.4024265033601985,2,-1.3955688240230304
2020-05-11,4999.7,23420.0,-1.179733731960013,-0.3990931900351011,2,-0.789413460997557
2020-05-12,4999.5,23380.0,-1.1343368042249107,-0.7811498081788006,2,-0.9577433062018557
2020-05-13,5000.52,23380.0,-1.0915074673218825,-0.6021931410071424,2,-0.8468503041645125
2020-05-14,4999.6,23370.0,-1.050286834820002,-0.6458702849075367,2,-0.8480785598637695
2020-05-15,5001.4,23400.0,-1.0103882925455596,-0.35883474511957314,2,-0.6846115188325663
2020-05-18,4999.5,23400.0,-0.9745142753034548,-0.18410738426326587,2,-0.5793108297833603
2020-05-19,4999.2,23370.0,-0.9403512610332774,-0.12079543846124535,2,-0.5305733497472613
2020-05-20,4998.48,23320.0,-0.9073341286212322,-0.3901611239618237,2,-0.6487476262915279
2020-05-21,4999.3,23300.0,-0.8724862531346208,-0.43394966917029554,2,-0.6532179611524582
2020-05-22,2997.2,23300.0,-0.38872730623072815,-0.5880846225043818,2,-0.48840596436755496
2020-05-25,1001.7,23320.0,0.1033912369328128,-0.4677281802833683,2,-0.18216847167527778
2020-05-26,999.8,23320.0,0.13494148466764694,-0.2975803444597212,2,-0.08131942989603713
2020-05-27,999.6,23330.0,0.1679614095570204,0.03347830807742932,2,0.10071985881722487
2020-05-28,2999.6,23320.0,-0.299845206395787,0.08476114010506686,2,-0.10754203314536007
2020-05-29,4999.6,23320.0,-0.782480786921108,0.08103923155245212,2,-0.35072077768432797
2020-06-01,4997.4,23290.0,-0.7501417113090789,-0.19568069519204515,2,-0.472911203250562
2020-06-02,4999.3,23280.0,-0.7232438883738805,-0.24684229367127233,2,-0.4850430910225764
2020-06-03,4999.1,23290.0,-0.6963790128883733,-0.24105176643062487,2,-0.4687153896594991
2020-06-04,4999.2,23290.0,-0.6701202813680812,-0.18240595297262258,2,-0.4262631171703519
2020-06-05,4998.9,23290.0,-0.6442303527802039,-0.17863516414234815,2,-0.411432758461276
2020-06-08,1999.8,23290.0,0.15755517514095485,-0.011178188174810753,2,0.07318849348307205
2020-06-09,0.0,23270.0,0.6871554657497471,-0.06613518303364503,2,0.310510141358051
2020-06-10,0.0,23250.0,0.6871473880372051,-0.22817845383502788,2,0.2294844671010886
2020-06-11,0.0,23220.0,0.6871473880372051,-0.3730404080464883,2,0.1570534899953584
2020-06-12,0.0,23240.0,0.6871473880372051,-0.2261067878342026,2,0.23052030010150126
2020-06-15,0.0,23250.0,0.6871473880372051,-0.11547282217299991,2,0.2858372829321026
2020-06-16,0.0,23240.0,0.6871473880372051,0.043813392762342224,2,0.36548039039977365
2020-06-17,0.0,23230.0,0.6871554668123889,0.36284514984288474,2,0.5250003083276369
2020-06-18,0.0,23230.0,0.6871554668123889,1.310158544749546,2,0.9986570057809675
2020-06-19,0.0,23230.0,0.6871470814002855,1.0446739685924957,2,0.8659105249963905
2020-06-22,0.0,23230.0,0.6871393884060482,0.7903461642653041,2,0.7387427763356762
2020-06-23,0.0,23220.0,0.6692583880775927,0.7629525012055172,2,0.7161054446415549
2020-06-24,0.0,23220.0,0.6398570244509191,1.0058804071363365,2,0.8228687157936279
2020-06-25,0.0,23220.0,0.6312667921955845,0.9735011293803187,2,0.8023839607879516
2020-06-26,0.0,23210.0,0.6019584439705833,0.730301289706592,2,0.6661298668385877
2020-06-29,0.0,23210.0,0.5942950370620206,0.7245083258628627,2,0.6594016814624417
2020-06-30,0.0,23210.0,0.5869183898900332,0.9572989004915946,2,0.7721086451908139
2020-07-01,0.0,23220.0,0.5798109981879283,1.2223890370283743,2,0.9011000176081513
2020-07-02,0.0,23230.0,0.5729568210494304,1.4534382085147202,2,1.0131975147820753
2020-07-03,1.0,23230.0,0.5660583299727459,1.6505297678332038,2,1.108294048902975
2020-07-06,0.0,23220.0,0.5663546029158114,1.3896462005921457,2,0.9780004017539785
2020-07-07,0.0,23220.0,0.589527374795509,1.354061248320182,2,0.9717943115578455
2020-07-08,0.0,23200.0,0.7129046881129021,0.5011060297101885,2,0.6070053589115453
2020-07-09,0.0,23200.0,0.7037097559091766,0.1864183099657242,2,0.4450640329374504
2020-07-10,-1.0,23210.0,0.846952762901792,0.4563436965985573,2,0.6516482297501747
2020-07-13,0.0,23200.0,0.8274376210838282,0.4414431110733399,2,0.634440366078584
2020-07-14,0.0,23200.0,0.79982974608963,0.4416468162572771,2,0.6207382811734535
2020-07-15,6.4,23200.0,0.7713226930332515,1.0187927232564848,2,0.8950577081448682
2020-07-16,0.0,23200.0,0.7736768754569223,0.9865213206687478,2,0.880099098062835
2020-07-17,0.0,23200.0,0.7736874896357567,0.6613244987606149,2,0.7175059941981858
2020-07-20,0.0,23210.0,0.7736874896357567,1.2226816600786758,2,0.9981845748572162
2020-07-21,0.0,23210.0,0.7736874896357567,1.1854844878752426,2,0.9795859887554996
2020-07-22,-6.4,23210.0,0.7759762620526044,1.1626499701939528,2,0.9693131161232786
2020-07-23,0.0,23200.0,0.7632231991714222,0.8238717656795923,2,0.7935474824255073
2020-07-24,0.0,23200.0,0.7532347243597309,0.7959747223138703,2,0.7746047233368006
2020-07-27,0.0,23200.0,0.7266727821995065,0.4582242696408283,2,0.5924485259201674
2020-07-28,0.0,23200.0,0.7005130387828321,0.4523240231289641,2,0.5764185309558981
2020-07-29,0.0,23200.0,0.6796538586860978,0.44125758973620477,2,0.5604557242111513
2020-07-30,0.0,23200.0,0.660317022515103,0.7406529102331513,2,0.7004849663741272
2020-07-31,0.0,23200.0,0.6618272707600454,0.7156003920286862,2,0.6887138313943658
2020-08-03,0.0,23200.0,0.6362200790602845,0.6909443124310726,2,0.6635821957456786
2020-08-04,0.0,23210.0,0.610804662662804,1.0200151360577576,2,0.8154098993602807
2020-08-05,0.0,23200.0,0.5855223046488145,0.6548434678423819,2,0.6201828862455983
2020-08-06,0.0,23200.0,0.5603093613786325,0.6424760747908139,2,0.6013927180847232
2020-08-07,0.0,23200.0,0.5351046651703067,0.6171656467168066,2,0.5761351559435567
2020-08-10,0.0,23200.0,0.509836509716653,0.6023507090181421,2,0.5560936093673976
2020-08-11,0.0,23200.0,0.4844359896242338,0.20805274124777612,2,0.34624436543600495
2020-08-12,0.0,23200.0,0.4588293592367839,0.5770140503299859,2,0.5179217047833848
2020-08-13,0.0,23200.0,0.4329480331282712,0.5530960726880038,2,0.4930220529081375
2020-08-14,0.0,23200.0,0.4083539779771482,0.5485544600043101,2,0.47845421899072915
2020-08-17,0.0,23200.0,0.3972401224550095,0.5352765202922124,2,0.46625832137361095
2020-08-18,0.0,23190.0,0.38620967175466825,-0.028807151231362935,2,0.17870126026165264
2020-08-19,0.0,23190.0,0.37524199511404144,-0.010660109210751027,2,0.18229094295164522
2020-08-20,0.0,23190.0,0.3500838588503865,0.017387813249743908,2,0.18373583605006522
2020-08-21,0.0,23190.0,0.3197620904872452,0.04689866404826335,2,0.18333037726775428
2020-08-24,0.0,23270.0,0.28755063490080024,3.9728960223652505,2,2.130223328633025
2020-08-25,0.0,23230.0,0.2526812085989858,2.3351919629008124,2,1.2939365857498992
2020-08-26,0.0,23210.0,0.2138624733525743,1.3184858308321474,2,0.7661741520923608
2020-08-27,0.0,23210.0,0.1688044518862601,1.2738074585718555,2,0.7213059552290578
2020-08-28,0.0,23220.0,0.12909806741353658,1.6920302640881235,2,0.9105641657508301
2020-08-31,0.0,23220.0,1.6522872267543322e-13,-2.054262211972323,2,-1.0271311059860788
2020-09-01,0.0,23210.0,1.6522872267543322e-13,-0.6500282579634811,2,-0.32501412898165793
2020-09-02,,23210.0,,0.25251123861708624,1,
2020-09-03,0.0,23220.0,1.665991476685774e-13,0.721332183581632,2,0.3606660917908993
2020-09-04,0.0,23210.0,1.665991476685774e-13,-0.36130129734953115,2,-0.18065064867468228
2020-09-07,0.0,23210.0,1.665991476685774e-13,-0.40157980681189503,2,-0.20078990340586422
2020-09-08,0.0,23210.0,1.665991476685774e-13,0.1332929653826185,2,0.06664648269139255
2020-09-09,,23210.0,,0.11526301394455522,1,
2020-09-10,0.0,23210.0,1.6800423302917657e-13,-0.4431872370345227,2,-0.22159361851717735
2020-09-11,0.0,23210.0,1.6800423302917657e-13,0.1253773813947036,2,0.06268869069743581
2020-09-14,0.0,23200.0,1.6800423302917657e-13,-0.46681675550311125,2,-0.23340837775147164
2020-09-15,0.0,23200.0,1.6800423302917657e-13,-0.48014705060432805,2,-0.24007352530208004
2020-09-16,0.0,23200.0,1.6800423302917657e-13,-0.48013663631291786,2,-0.24006831815637494
2020-09-17,0.0,23200.0,1.6800423302917657e-13,-0.4801262221501686,2,-0.2400631110750003
2020-09-18,0.0,23190.0,1.6800423302917657e-13,-1.0682063615499235,2,-0.5341031807748777
2020-09-21,0.0,23190.0,1.6800423302917657e-13,-0.49397537304242417,2,-0.2469876865211281
2020-09-22,0.0,23200.0,1.6800423302917657e-13,0.08904983643532585,2,0.04452491821774693
2020-09-23,0.0,23250.0,1.6800423302917657e-13,2.7958057834355667,2,1.3979028917178673
2020-09-24,0.0,23250.0,1.6800423302917657e-13,2.6009578102349384,2,1.3004789051175532
2020-09-25,0.0,23250.0,-0.014296342534660486,2.8842763133269673,2,1.4349899853961534
2020-09-28,0.0,23280.0,-0.014296342534660486,3.733011154863779,2,1.8593574061645592
2020-09-29,0.0,23270.0,-0.014296342534660486,2.6651781995199055,2,1.3254409284926225
2020-09-30,0.0,23250.0,-0.014296342534660486,-0.13351021262188464,2,-0.07390327757827256
2020-10-01,0.0,23240.0,-0.014296342534660486,-0.5544867462961218,2,-0.28439154441539116
2020-10-02,0.0,23230.0,1.7004269918588183e-13,-0.9603675440519921,2,-0.480183772025911
2020-10-05,0.0,23210.0,1.7004269918588183e-13,-2.774094780335138,2,-1.387047390167484
2020-10-06,0.0,23220.0,1.7004269918588183e-13,-1.9402918049972406,2,-0.9701459024985353
2020-10-07,0.0,23240.0,-0.1313064340602991,-0.4503999980583789,2,-0.290853216059339
2020-10-08,0.0,23230.0,-0.1313064340602991,-0.44365825277659143,2,-0.28748234341844525
2020-10-09,0.0,23220.0,-0.1313064340602991,-0.4438237962999515,2,-0.2875651151801253
2020-10-12,0.0,23200.0,-0.1313064340602991,-0.4314374044669943,2,-0.2813719192636467
2020-10-13,0.0,23200.0,-0.1313064340602991,-0.7791506602875508,2,-0.4552285471739249
2020-10-14,0.0,23220.0,,-0.7570473078487869,1,
2020-10-15,0.0,23220.0,,-0.3842250671795798,1,
2020-10-16,0.0,23240.0,,0.6982357400886504,1,
2020-10-19,0.0,23260.0,,2.0386004879042274,1,
2020-10-20,0.0,23240.0,,1.2900293721200566,1,
2020-10-21,0.0,23220.0,,-0.10429116066034011,1,
2020-10-22,0.0,23200.0,,-0.7841892440260475,1,
2020-10-23,0.0,23200.0,,-1.426902564059551,1,
2020-10-26,0.0,23230.0,,-1.0587599080508336,1,
2020-10-27,0.0,23220.0,,-0.7037538191486182,1,
2020-10-28,0.0,23220.0,,-0.033535002349837834,1,
2020-10-29,0.0,23260.0,,1.8832831189561907,1,
2020-10-30,0.0,23270.0,,2.086697840146901,1,
2020-11-02,0.0,23260.0,,0.8170984184402482,1,
2020-11-03,0.0,23240.0,,0.49138770624236605,1,
2020-11-04,0.0,23250.0,,0.781988739146597,1,
2020-11-05,0.0,23250.0,,-0.44669380280832055,1,
2020-11-06,0.0,23240.0,,-1.0376129776500538,1,
2020-11-09,0.0,23230.0,,-1.013774859016902,1,
2020-11-10,0.0,23250.0,,0.18669198957628158,1,
2020-11-11,0.0,23220.0,,-1.0079456775190818,1,
2020-11-12,0.0,23220.0,,-0.9908597289279227,1,
2020-11-13,1.06,23230.0,-7.484469168294693,-0.39341672752406515,2,-3.938942947909379
2020-11-16,0.0,23220.0,0.13130647663823933,-0.3661030468990015,2,-0.1173982851303811
2020-11-17,0.0,23210.0,0.13130647663823933,-1.250691381773362,2,-0.5596924525675614
2020-11-18,0.0,23210.0,0.13130647663823933,-0.309759272010607,2,-0.08922639768618383
2020-11-19,0.0,23210.0,0.13130647663823933,-0.2950244407874991,2,-0.0818589820746299
2020-11-20,-1.06,23220.0,5.338540000591133,-0.2761499027335332,2,2.5311950489288
2020-11-23,0.0,23220.0,1.0266730643235868e-12,0.010637671311611389,2,0.005318835656319031
2020-11-24,0.0,23230.0,1.0266730643235868e-12,0.6276226073850719,2,0.31381130369304927
2020-11-25,0.0,23230.0,1.018086594406772e-12,0.6149712969453326,2,0.30748564847317533
2020-11-26,0.0,23230.0,1.018086594406772e-12,0.6081867147046947,2,0.30409335735285636
2020-11-27,0.0,23230.0,1.018086594406772e-12,0.2803229307368599,2,0.14016146536893898
2020-11-30,0.0,23260.0,1.018086594406772e-12,1.191585524707326,2,0.595792762354172
2020-12-01,0.0,23230.0,1.018086594406772e-12,-0.06275292805716468,2,-0.03137646402807329
2020-12-02,0.0,23210.0,1.0097119338296626e-12,-0.677329464295936,2,-0.3386647321474631
2020-12-03,0.0,23200.0,1.0097119338296626e-12,-0.9728229757633231,2,-0.4864114878811567
2020-12-04,0.0,23200.0,1.0097119338296626e-12,-0.9498402818122349,2,-0.4749201409056126
2020-12-07,0.0,23230.0,1.0097119338296626e-12,-0.9322415829199927,2,-0.4661207914594915
2020-12-08,0.0,23230.0,1.0097119338296626e-12,-0.020416633309285337,2,-0.010208316654137812
2020-12-09,0.0,23230.0,1.0097119338296626e-12,0.5756473772607498,2,0.28782368863087976
2020-12-10,0.0,23240.0,1.0097119338296626e-12,1.1493402846968823,2,0.574670142348946
2020-12-11,0.0,23240.0,1.0097119338296626e-12,1.1113650297218538,2,0.5556825148614317
2020-12-14,0.0,23230.0,1.0097119338296626e-12,-0.09525664289874188,2,-0.047628321448866084
2020-12-15,0.0,23240.0,1.0097119338296626e-12,0.2002320548973473,2,0.10011602744917851
2020-12-16,0.0,23240.0,1.0097119338296626e-12,0.22401061209347603,2,0.11200530604724288
2020-12-17,0.0,23230.0,1.0097119338296626e-12,-0.36275809105457274,2,-0.18137904552678152
2020-12-18,0.0,23230.0,1.0097119338296626e-12,-0.3358202526361944,2,-0.16791012631759236
2020-12-21,0.0,23240.0,1.0097119338296626e-12,0.3733341956465215,2,0.1866670978237656
2020-12-22,0.0,23240.0,1.0097119338296626e-12,0.07271811170912293,2,0.03635905585506632
2020-12-23,0.0,23240.0,1.0097119338296626e-12,0.07271811170912293,2,0.03635905585506632
2020-12-24,0.0,23290.0,1.0097119338296626e-12,2.124778466118621,2,1.0623892330598155
2020-12-25,0.0,23290.0,1.0097119338296626e-12,2.0121712016355366,2,1.0060856008182733
2020-12-28,0.0,23320.0,1.0097119338296626e-12,2.5778490951854627,2,1.2889245475932363
2020-12-29,0.0,23360.0,1.0097119338296626e-12,3.4904848856622874,2,1.7452424428316486
2020-12-30,0.0,23400.0,1.0097119338296626e-12,3.9577380895033576,2,1.9788690447521837
2020-12-31,0.0,23400.0,1.0097119338296626e-12,2.4606192588466067,2,1.2303096294238083
2021-01-01,,23400.0,,2.3034036787151444,1,
2021-01-04,0.0,23370.0,1.018086594406772e-12,0.8561633525394637,2,0.4280816762702409
2021-01-05,0.0,23370.0,1.018086594406772e-12,-0.09959405750170543,2,-0.04979702875034367
2021-01-06,0.0,23370.0,1.018086594406772e-12,-1.0387868443349872,2,-0.5193934221669846
2021-01-07,0.0,23370.0,1.018086594406772e-12,-1.0244467763712415,2,-0.5122233881851117
2021-01-08,,23420.0,,0.14671345118163262,1,
2021-01-11,0.0,23450.0,1.0266730643235868e-12,1.5279867895178885,2,0.7639933947594576
2021-01-12,0.0,23430.0,1.0266730643235868e-12,1.050790652266056,2,0.5253953261335413
2021-01-13,0.0,23410.0,1.0266730643235868e-12,0.5740597003139991,2,0.28702985015751287
2021-01-14,0.0,23400.0,1.0266730643235868e-12,0.3265340547531523,2,0.16326702737708948
2021-01-15,0.0,23400.0,1.0266730643235868e-12,-0.8436986198554202,2,-0.42184930992719677
2021-01-18,0.0,23430.0,1.0266730643235868e-12,-0.8503969646663754,2,-0.4251984823326744
2021-01-19,0.0,23470.0,1.0266730643235868e-12,0.5288268357164437,2,0.2644134178587352
2021-01-20,0.0,23520.0,1.0266730643235868e-12,2.0490644667331295,2,1.024532233367078
2021-01-21,0.0,23520.0,1.0266730643235868e-12,2.1756617423441207,2,1.0878308711725737
2021-01-22,0.0,23530.0,1.0266730643235868e-12,2.2862385644112693,2,1.143119282206148
2021-01-25,0.0,23630.0,1.0266730643235868e-12,3.3194924747291847,2,1.6597462373651057
2021-01-26,0.0,23650.0,1.0266730643235868e-12,2.700080909360568,2,1.3500404546807974
2021-01-27,0.0,23590.0,1.0266730643235868e-12,0.7460139886592168,2,0.3730069943301217
2021-01-28,0.0,23560.0,1.0266730643235868e-12,0.20605877692471408,2,0.10302938846287038
2021-01-29,0.0,23540.0,1.0266730643235868e-12,-0.33711446646046783,2,-0.16855723322972058
2021-02-01,0.0,23570.0,1.0266730643235868e-12,-1.5513773533596305,2,-0.7756886766793019
2021-02-02,15568.1,23580.0,-7.484466637697712,-1.662818928679223,2,-4.573642783188467
2021-02-03,4850.4,23580.0,-2.1114938731873143,-0.646007462888685,2,-1.3787506680379997
2021-02-04,3000.9,23600.0,-1.2034965260853239,0.1958139189724492,2,-0.5038413035564373
2021-02-05,677.3,23600.0,-0.12136597775826558,0.5238329502898311,2,0.20123348626578277
2021-02-08,12000.0,23600.0,-4.31175386922789,-0.00978506802079924,2,-2.160769468624345
2021-02-09,-938.8,23620.0,0.58399040584281,0.14271143028869787,2,0.3633509180657539
2021-02-10,,23620.0,,0.12853247898792267,1,
2021-02-11,,23620.0,,-0.23669020913105288,1,
2021-02-12,,23620.0,,-0.24680308666558617,1,
2021-02-15,,,,,0,
2021-02-16,,,,,0,
2021-02-17,-4850.4,23570.0,1.893455054627232,-1.4469021689900083,2,0.2232764428186118
2021-02-18,-3000.9,23570.0,1.210545599795771,-1.4012839965264323,2,-0.09536919836533064
2021-02-19,-677.3,23800.0,0.4056358024653663,2.3375422080369135,2,1.37158900525114
2021-02-22,-12000.0,23850.0,3.6346490503464195,,1,
2021-02-23,-14629.3,23820.0,3.703815339255535,,1,
2021-02-24,0.0,23800.0,6.082444004991139e-17,2.813276745854279,2,1.4066383729271394
2021-02-25,0.0,23830.0,6.082444004991139e-17,2.9428511419786823,2,1.4714255709893411
2021-02-26,0.0,23870.0,6.082444004991139e-17,0.31010412077508004,2,0.15505206038754005
2021-03-01,0.0,23930.0,6.082444004991139e-17,0.4218858622844234,2,0.21094293114221171
2021-03-02,0.0,23950.0,6.082444004991139e-17,1.0760385212630375,2,0.5380192606315187
2021-03-03,0.0,23880.0,6.082444004991139e-17,0.3750183266217384,2,0.18750916331086923
2021-03-04,0.0,23820.0,6.082444004991139e-17,-0.84930347907637,2,-0.42465173953818497
2021-03-05,0.0,23830.0,6.082444004991139e-17,-1.223517927097151,2,-0.6117589635485755
2021-03-08,0.0,23880.0,6.082444004991139e-17,-1.328703638096955,2,-0.6643518190484775
2021-03-09,0.0,23950.0,6.082444004991139e-17,-0.6590500066818672,2,-0.32952500334093354
2021-03-10,0.0,23850.0,6.082444004991139e-17,-1.0413314237751459,2,-0.5206657118875729
2021-03-11,0.0,23830.0,6.082444004991139e-17,-0.518493001972671,2,-0.25924650098633545
2021-03-12,0.0,23870.0,6.082444004991139e-17,-0.13299296061125307,2,-0.0664964803056265
2021-03-15,0.0,23950.0,6.082444004991139e-17,0.25132058256923717,2,0.1256602912846186
2021-03-16,0.0,23920.0,6.082444004991139e-17,-1.0686023108425398,2,-0.5343011554212699
2021-03-17,0.0,23890.0,6.082444004991139e-17,-0.14998614140297079,2,-0.07499307070148536
2021-03-18,0.0,23900.0,6.082444004991139e-17,0.2481683888415825,2,0.12408419442079127
2021-03-19,0.0,23930.0,6.082444004991139e-17,0.11406399203574724,2,0.05703199601787365
2021-03-22,0.0,23970.0,6.082444004991139e-17,-0.4044014552392708,2,-0.20220072761963537
2021-03-23,0.0,23980.0,6.082444004991139e-17,0.14343907094871644,2,0.07171953547435825
2021-03-24,0.0,24020.0,6.082444004991139e-17,1.1015849306656504,2,0.5507924653328252
2021-03-25,0.0,24020.0,6.082444004991139e-17,0.9624997406556689,2,0.4812498703278345
2021-03-26,0.0,23970.0,6.026934786316588e-17,-0.10229895511583607,2,-0.05114947755791801
2021-03-29,0.0,23830.0,6.026934786316588e-17,-2.3769516672894726,2,-1.1884758336447363
2021-03-30,0.0,24020.0,6.026934786316588e-17,-0.060707454827943916,2,-0.030353727413971927
2021-03-31,0.0,23950.0,6.026934786316588e-17,-1.4535628629724673,2,-0.7267814314862336
2021-04-01,0.0,23820.0,6.026934786316588e-17,-2.8609404399116176,2,-1.4304702199558088
2021-04-02,0.0,23820.0,5.972917383671939e-17,-2.137332680554726,2,-1.068666340277363
2021-04-05,0.0,23850.0,5.972917383671939e-17,-0.1894296746672087,2,-0.09471483733360432
2021-04-06,0.0,23850.0,5.972917383671939e-17,-2.2024626771715736,2,-1.1012313385857868
2021-04-07,0.0,23850.0,5.972917383671939e-17,-1.3901820416407007,2,-0.6950910208203503
2021-04-08,0.0,23850.0,5.972917383671939e-17,0.000770386486982973,2,0.0003851932434915164
2021-04-09,0.0,23800.0,5.972917383671939e-17,-0.5355997690631171,2,-0.2677998845315585
2021-04-12,0.0,23680.0,5.972917383671939e-17,-2.0422419323709264,2,-1.0211209661854632
2021-04-13,0.0,23680.0,5.972917383671939e-17,-1.9331092103794947,2,-0.9665546051897473
2021-04-14,0.0,23680.0,5.972917383671939e-17,-1.8363598612597372,2,-0.9181799306298686
2021-04-15,0.0,23680.0,5.972917383671939e-17,-1.7506801974554862,2,-0.8753400987277431
